,chart_file_sym,date,race_number,breed_code,distance,is_about_distance,surface_code,is_off_turf,course_type_code,race_type_code,race_conditions,race_name,sex_restriction_code,age_restriction_code,is_restricted_to_statebred,purse,max_claiming_price,min_claiming_price,grade_code,division,num_starters,track_condition_code,weather_code,post_time,temp_rail_dist,is_chute_start,is_track_sealed,race_f1_time,race_f2_time,race_f3_time,race_f4_time,race_f5_time,race_winning_time,wps_combined_pool,run_up_dist,horse_name,age,sex_code,medication_code,equipment_code,weight,claiming_price,earnings,program_number,coupled_type,morning_line,final_tote_odds,is_favorite,is_non_betting,payout_win,payout_place,payout_show,post_position,pos_call_start,pos_call_1,pos_call_2,pos_call_3,pos_call_4,pos_call_stretch,pos_call_finish,official_finish_position,call_1_lengths_behind,call_2_lengths_behind,call_3_lengths_behind,call_4_lengths_behind,stretch_call_lengths_behind,finish_lengths_behind,comment_line,trainer_first_name,trainer_middle_name,trainer_last_name,jockey_first_name,jockey_middle_name,jockey_last_name,apprentice_weight_allowance,owner_full_name,is_claimed,claiming_trainer_first_name,claiming_trainer_middle_name,claiming_trainer_last_name,claiming_owner_full_name,is_scratch,scratch_code,last_race_track,last_race_date,last_race_num,last_race_finish,long_comment,wager_type_1,wager_unit_1,wager_numright_1,wager_payout_1,wager_winningPGM_1,wager_pool_1,wager_type_2,wager_unit_2,wager_numright_2,wager_payout_2,wager_winningPGM_2,wager_pool_2,wager_type_3,wager_unit_3,wager_numright_3,wager_payout_3,wager_winningPGM_3,wager_pool_3,wager_type_4,wager_unit_4,wager_numright_4,wager_payout_4,wager_winningPGM_4,wager_pool_4,wager_type_5,wager_unit_5,wager_numright_5,wager_payout_5,wager_winningPGM_5,wager_pool_5,wager_type_6,wager_unit_6,wager_numright_6,wager_payout_6,wager_winningPGM_6,wager_pool_6,wager_type_7,wager_unit_7,wager_numright_7,wager_payout_7,wager_winningPGM_7,wager_pool_7,wager_type_8,wager_unit_8,wager_numright_8,wager_payout_8,wager_winningPGM_8,wager_pool_8,wager_type_9,wager_unit_9,wager_numright_9,wager_payout_9,wager_winningPGM_9,wager_pool_9,wager_type_10,wager_unit_10,wager_numright_10,wager_payout_10,wager_winningPGM_10,wager_pool_10,wager_type_11,wager_unit_11,wager_numright_11,wager_payout_11,wager_winningPGM_11,wager_pool_11,wager_type_12,wager_unit_12,wager_numright_12,wager_payout_12,wager_winningPGM_12,wager_pool_12,map_sex_restriction_code,map_breed_code,map_weather_code,map_medication_code,map_sex_code,map_grade_code,map_age_restriction_code,map_scratch_code,map_race_type_code,map_surface_code,map_track_condition_code,map_course_type_code,map_equipment_code,month,weekday,year,weeknum,x8name,x8country,x8_track_sym,race_id,runner_id
48,TAM,2018-03-03,7,TB,6.0,0,D,0,M,AOC,NW1       X,,,4U,0,22500,16000.0,16000.0,,,8,FST,C,3:47,,0,0,22.92,46.18,58.53,,,71.4,187606,36.0,Liz More Boy,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,158.5,2-6-1,15119.0,D,2.0,,41.0,6-1,18045.0,E,2.0,,54.4,1-3,158796.0,S,1.0,,246.9,1-3-7-6,61711.0,T,1.0,,70.3,1-3-7,105163.0,X5,1.0,,1683.5,1-3-7-6-2,28744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Allowance Optional Claiming,Dirt,Fast,Main Course,,3,Saturday,2018,6,LIZMOREBOY,USA,TAM,TAM_20180303_7,TAM_20180303_7_nan
57,TAM,2018-03-03,8,TB,8.5,0,T,0,M,CLM,,,,4U,0,18700,16000.0,16000.0,,,9,FM,C,4:17,30.0,0,0,23.12,47.65,71.4,96.14,,102.48,259255,82.0,Contormar,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,1.0,3.0,72.2,6-1-6,25497.0,4,1.0,4.0,646.5,2-5/6/8-1-1/6/11,47681.0,D,2.0,,45.4,1-6,14095.0,E,2.0,,30.8,6-10,201638.0,S,1.0,,124.2,6-10-5-4,79046.0,T,1.0,,58.8,6-10-5,128009.0,X5,1.0,,592.8,6-10-5-4-7,2169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Also Eligible,Claiming,Turf,Firm,Main Course,,3,Saturday,2018,6,CONTORMAR,USA,TAM,TAM_20180303_8,TAM_20180303_8_nan
58,TAM,2018-03-03,8,TB,8.5,0,T,0,M,CLM,,,,4U,0,18700,16000.0,16000.0,,,9,FM,C,4:17,30.0,0,0,23.12,47.65,71.4,96.14,,102.48,259255,82.0,Par,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,72.2,6-1-6,25497.0,4,1.0,4.0,646.5,2-5/6/8-1-1/6/11,47681.0,D,2.0,,45.4,1-6,14095.0,E,2.0,,30.8,6-10,201638.0,S,1.0,,124.2,6-10-5-4,79046.0,T,1.0,,58.8,6-10-5,128009.0,X5,1.0,,592.8,6-10-5-4-7,2169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Stewards,Claiming,Turf,Firm,Main Course,,3,Saturday,2018,6,PAR,USA,TAM,TAM_20180303_8,TAM_20180303_8_nan
68,TAM,2018-03-03,9,TB,8.18,0,D,0,M,MSW,,,,03,0,27500,,,,,8,FST,C,4:49,,0,0,23.37,47.24,72.51,99.22,,101.56,222588,24.0,Ironwood,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,102.5,1-6-5,16610.0,D,2.0,,24.4,6-5,17070.0,E,2.0,,32.0,5-7,153074.0,S,1.0,,124.0,5-7-2-6,66348.0,T,1.0,,58.4,5-7-2,107768.0,X5,1.0,,833.6,5-7-2-6-1,5878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Vet,Maiden Special Weight,Dirt,Fast,Main Course,,3,Saturday,2018,6,IRONWOOD,USA,TAM,TAM_20180303_9,TAM_20180303_9_nan
77,TAM,2018-03-03,10,TB,8.0,0,T,0,M,ALW,NW1       X,,B,4U,0,22500,,,,,10,FM,C,5:24,30.0,0,0,23.98,48.04,71.82,84.1,,96.25,260654,82.0,Athera,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,1.0,3.0,39.1,6-5-9,15949.0,D,2.0,,28.0,5-9,14562.0,E,2.0,,25.8,9-2,197773.0,S,1.0,,454.2,9-2-6-5,86353.0,T,1.0,,42.2,9-2-6,129602.0,X5,1.0,,1259.2,9-2-6-5-7,3073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Also Eligible,Allowance,Turf,Firm,Main Course,,3,Saturday,2018,6,ATHERA,USA,TAM,TAM_20180303_10,TAM_20180303_10_nan
78,TAM,2018-03-03,10,TB,8.0,0,T,0,M,ALW,NW1       X,,B,4U,0,22500,,,,,10,FM,C,5:24,30.0,0,0,23.98,48.04,71.82,84.1,,96.25,260654,82.0,Classy Woman,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,1.0,3.0,39.1,6-5-9,15949.0,D,2.0,,28.0,5-9,14562.0,E,2.0,,25.8,9-2,197773.0,S,1.0,,454.2,9-2-6-5,86353.0,T,1.0,,42.2,9-2-6,129602.0,X5,1.0,,1259.2,9-2-6-5-7,3073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Also Eligible,Allowance,Turf,Firm,Main Course,,3,Saturday,2018,6,CLASSYWOMAN,USA,TAM,TAM_20180303_10,TAM_20180303_10_nan
79,TAM,2018-03-03,10,TB,8.0,0,T,0,M,ALW,NW1       X,,B,4U,0,22500,,,,,10,FM,C,5:24,30.0,0,0,23.98,48.04,71.82,84.1,,96.25,260654,82.0,English Dancer,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,1.0,3.0,39.1,6-5-9,15949.0,D,2.0,,28.0,5-9,14562.0,E,2.0,,25.8,9-2,197773.0,S,1.0,,454.2,9-2-6-5,86353.0,T,1.0,,42.2,9-2-6,129602.0,X5,1.0,,1259.2,9-2-6-5-7,3073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Also Eligible,Allowance,Turf,Firm,Main Course,,3,Saturday,2018,6,ENGLISHDANCER,USA,TAM,TAM_20180303_10,TAM_20180303_10_nan
80,TAM,2018-03-03,10,TB,8.0,0,T,0,M,ALW,NW1       X,,B,4U,0,22500,,,,,10,FM,C,5:24,30.0,0,0,23.98,48.04,71.82,84.1,,96.25,260654,82.0,I Got the Boy,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,1.0,3.0,39.1,6-5-9,15949.0,D,2.0,,28.0,5-9,14562.0,E,2.0,,25.8,9-2,197773.0,S,1.0,,454.2,9-2-6-5,86353.0,T,1.0,,42.2,9-2-6,129602.0,X5,1.0,,1259.2,9-2-6-5-7,3073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Also Eligible,Allowance,Turf,Firm,Main Course,,3,Saturday,2018,6,IGOTTHEBOY,USA,TAM,TAM_20180303_10,TAM_20180303_10_nan
91,TAM,2018-03-03,11,TB,5.5,0,D,0,M,CLM,NW2     L,,,3U,0,10400,8000.0,8000.0,,,10,FST,C,5:56,,0,0,22.76,47.26,59.3,,,65.36,191873,35.0,Kings Creek,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,68.7,5-9-1,20120.0,4,1.0,4.0,222.5,1/6/11-5-9-1,80364.0,5,0.5,5.0,1425.0,1-1/6/11-5-9-1,65585.0,D,2.0,,36.0,9-1,29520.0,E,2.0,,136.0,1-8,151340.0,S,1.0,,1891.6,1-8-3-5,71767.0,S5,1.0,,,1-8-3-5-6,1353.0,T,1.0,,366.7,1-8-3,107755.0,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Saturday,2018,6,KINGSCREEK,USA,TAM,TAM_20180303_11,TAM_20180303_11_nan
7,TP,2018-03-03,2,TB,6.5,0,P,0,M,MCL,,,B,3U,0,5100,5000.0,5000.0,,,7,FST,C,6:46,,0,0,24.07,47.51,73.13,,,80.1,40355,34.0,Nine'othree,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,D,2.0,,41.6,3-7,5723.0,E,2.0,,9.6,7-1,32379.0,S,0.1,,6.33,7-1-6-3,13058.0,T,2.0,,42.4,7-1-6,24257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Trainer,Maiden Claiming,PolyTrack,Fast,Main Course,,3,Saturday,2018,6,NINEOTHREE,USA,TPX,TPX_20180303_2,TPX_20180303_2_nan
33,TP,2018-03-03,5,TB,8.0,0,P,0,M,MCL,,,B,3U,0,5100,5000.0,5000.0,,,10,FST,C,8:21,,0,0,25.53,49.71,75.2,88.52,,102.15,50567,34.0,Tamarack,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,0.5,3.0,75.05,8-8-8,8709.0,4,0.5,4.0,297.25,7-8-8-8,14157.0,5,0.5,4.0,33.05,3-7-8-8-8,8317.0,5,0.5,5.0,4865.25,3-7-8-8-8,8317.0,D,2.0,,81.0,8-8,4672.0,E,2.0,,72.8,8-6,38257.0,S,0.1,,318.5,8-6-4-9,21926.0,T,2.0,,226.0,8-6-4,27010.0,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Trainer,Maiden Claiming,PolyTrack,Fast,Main Course,,3,Saturday,2018,6,TAMARACK,USA,TPX,TPX_20180303_5,TPX_20180303_5_nan
44,TP,2018-03-03,6,TB,6.0,0,P,0,M,ALW,NW3     L,,,3U,0,20400,,,,,4,FST,C,8:53,,0,0,23.92,46.33,58.28,,,70.77,49496,34.0,Balizar,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,0.5,3.0,35.65,8-8-1,8524.0,D,2.0,,39.2,8-1,4029.0,E,2.0,,12.0,1-6,30283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Trainer,Allowance,PolyTrack,Fast,Main Course,,3,Saturday,2018,6,BALIZAR,USA,TPX,TPX_20180303_6,TPX_20180303_6_nan
45,TP,2018-03-03,6,TB,6.0,0,P,0,M,ALW,NW3     L,,,3U,0,20400,,,,,4,FST,C,8:53,,0,0,23.92,46.33,58.28,,,70.77,49496,34.0,Twinsanity,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,0.5,3.0,35.65,8-8-1,8524.0,D,2.0,,39.2,8-1,4029.0,E,2.0,,12.0,1-6,30283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Trainer,Allowance,PolyTrack,Fast,Main Course,,3,Saturday,2018,6,TWINSANITY,USA,TPX,TPX_20180303_6,TPX_20180303_6_nan
50,TP,2018-03-03,7,TB,6.5,0,P,0,M,CLM,,,B,3U,0,10900,18000.0,16000.0,,,9,FST,C,9:26,,0,0,23.31,45.93,71.26,,,77.85,48727,34.0,One Sharp Lady,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,0.5,3.0,45.1,8-1-8,4677.0,D,2.0,,22.4,1-8,3998.0,E,2.0,,50.2,8-1,35355.0,S,0.1,,109.59,8-1-3-5,20123.0,T,2.0,,526.0,8-1-3,28959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Trainer,Claiming,PolyTrack,Fast,Main Course,,3,Saturday,2018,6,ONESHARPLADY,USA,TPX,TPX_20180303_7,TPX_20180303_7_nan
60,TP,2018-03-03,8,TB,8.0,0,P,0,M,CLM,NW2     L,,,3U,0,6100,5000.0,5000.0,,,12,FST,C,9:56,,0,0,25.31,48.59,74.16,87.4,,100.85,46300,34.0,Bold Colors,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,0.5,3.0,172.65,1-8-5,15692.0,4,0.5,4.0,1265.15,8-1/2/5-8-5,35125.0,D,2.0,,272.2,8-5,9947.0,E,2.0,,415.2,5-6,39122.0,S,0.1,,740.27,5-6-1-4,20426.0,S5,1.0,,,5-6-1-4-9,509.0,T,2.0,,1480.2,5-6-1,30477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Also Eligible,Claiming,PolyTrack,Fast,Main Course,,3,Saturday,2018,6,BOLDCOLORS,USA,TPX,TPX_20180303_8,TPX_20180303_8_nan
61,TP,2018-03-03,8,TB,8.0,0,P,0,M,CLM,NW2     L,,,3U,0,6100,5000.0,5000.0,,,12,FST,C,9:56,,0,0,25.31,48.59,74.16,87.4,,100.85,46300,34.0,Our Gordie,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,0.5,3.0,172.65,1-8-5,15692.0,4,0.5,4.0,1265.15,8-1/2/5-8-5,35125.0,D,2.0,,272.2,8-5,9947.0,E,2.0,,415.2,5-6,39122.0,S,0.1,,740.27,5-6-1-4,20426.0,S5,1.0,,,5-6-1-4-9,509.0,T,2.0,,1480.2,5-6-1,30477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Also Eligible,Claiming,PolyTrack,Fast,Main Course,,3,Saturday,2018,6,OURGORDIE,USA,TPX,TPX_20180303_8,TPX_20180303_8_nan
7,TUP,2018-03-03,3,TB,5.5,0,D,0,M,ALW,NW2     L,,,4U,0,14000,,,,,6,FST,H,1:55,,0,0,22.3,44.8,56.83,,,63.17,45924,33.0,King Reza,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,70.0,7-6-6,2385.0,D,1.0,,20.7,6-6,2663.0,E,1.0,,10.8,6-1,26875.0,Q,1.0,,6.2,1-6,4071.0,S,1.0,,162.8,6-1-5-3,14169.0,T,1.0,,29.4,6-1-5,25643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Hazy,No Medication,,Not graded,4 year olds & up,Vet,Allowance,Dirt,Fast,Main Course,,3,Saturday,2018,6,KINGREZA,USA,TUP,TUP_20180303_3,TUP_20180303_3_nan
30,TUP,2018-03-03,6,TB,8.0,0,D,0,M,CLM,C,,,4U,0,7000,3000.0,3000.0,,,9,FST,H,3:27,,0,0,23.49,46.86,71.69,84.6,,98.59,58518,88.0,Peeta,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,260.3,1-6-3,4033.0,D,1.0,,34.9,6-3,4651.0,E,1.0,,29.6,3-4,39047.0,Q,1.0,,14.2,3-4,4944.0,S,1.0,,1700.9,3-4-2-9,23632.0,T,1.0,,82.6,3-4-2,35499.0,Z,1.0,,4.6,6-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Hazy,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Saturday,2018,6,PEETA,USA,TUP,TUP_20180303_6,TUP_20180303_6_nan
47,TUP,2018-03-03,8,TB,5.5,0,D,0,M,CLM,C,,B,4U,0,7000,3000.0,3000.0,,,8,FST,H,4:29,,0,0,21.89,45.02,57.6,,,64.49,56819,33.0,Abbyboo,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,52.6,3-1-1,7984.0,4,0.5,4.0,137.35,6-3-1-1/3,15542.0,5,0.5,5.0,713.25,1-6-3-1-1/3,4803.0,6,1.0,5.0,441.4,6-1-6-3-1-1/3,1982.0,D,1.0,,7.1,1-1,6185.0,E,1.0,,10.7,1-2,35276.0,Q,1.0,,9.3,1-2,3888.0,S,1.0,,88.1,1-2-9-4,25030.0,T,1.0,,34.0,1-2-9,32726.0,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Hazy,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Saturday,2018,6,ABBYBOO,USA,TUP,TUP_20180303_8,TUP_20180303_8_nan
39,AQU,2018-03-04,7,TB,6.5,0,D,0,M,MCL,,,,03,0,35000,30000.0,30000.0,,,7,FST,L,4:28,,0,0,23.6,47.6,72.83,,,79.6,219643,28.0,Street Cat Sam,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,56.25,1-4-1,33560.0,D,1.0,,28.25,4-1,31911.0,E,1.0,,3.9,1-5,144476.0,S,0.1,,3.27,1-5-4-8,52167.0,T,0.5,,7.6,1-5-4,84371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds,Vet,Maiden Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,STREETCATSAM,USA,AQU,AQU_20180304_7,AQU_20180304_7_nan
47,AQU,2018-03-04,8,TB,6.5,0,D,0,M,AOC,NW2$      X,,B,4U,0,69000,62500.0,62500.0,,,5,FST,L,5:01,,0,0,23.72,48.5,72.53,,,79.12,228290,28.0,Royal Inheritance,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,30.75,4-1-3,20775.0,D,1.0,,2.75,1-3,36651.0,E,1.0,,8.1,3-2,145464.0,S,0.1,,2.87,3-2-1-5,48028.0,T,0.5,,5.85,3-2-1,85506.0,X,1.0,4.0,8.8,1/5/6-3/4/7-1/4/5/7-3/4,24521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Vet,Allowance Optional Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,ROYALINHERITANCE,USA,AQU,AQU_20180304_8,AQU_20180304_8_nan
53,AQU,2018-03-04,9,TB,7.0,0,D,0,M,MCL,,,,4U,0,30000,20000.0,20000.0,,,9,FST,L,5:30,,0,0,23.35,48.42,74.76,,,87.95,265300,54.0,Imvros Pride,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,8.0,1-3-2,79449.0,4,0.5,4.0,39.62,4-1/7-3/4-2/3,261174.0,6,2.0,5.0,62.5,8-1-4-1/7-3/4-2/3,116274.0,6,2.0,6.0,7741.0,8-1-4-1/7-3/4-2/3,116274.0,D,1.0,,3.35,3-2,91330.0,E,1.0,,108.0,2-4,216997.0,S,0.1,,113.8,2-4-5-7,111204.0,T,0.5,,161.75,2-4-5,153977.0,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Stewards,Maiden Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,IMVROSPRIDE,USA,AQU,AQU_20180304_9,AQU_20180304_9_nan
7,FG,2018-03-04,2,TB,5.5,0,D,0,M,CLM,C,,B,4U,1,14000,5000.0,5000.0,,,8,FST,C,1:34,,0,0,22.86,47.16,59.83,,,66.54,45334,45.0,Go Sal Go,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,D,2.0,,102.6,3-8,20216.0,E,2.0,,300.2,8-9,38480.0,S,0.1,,886.74,8-9-5-7,14842.0,T,1.0,,1513.0,8-9-5,26262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Sunday,2018,0,GOSALGO,USA,FGX,FGX_20180304_2,FGX_20180304_2_nan
41,FG,2018-03-04,6,TB,5.5,1,T,0,M,AOC,C,,,4U,1,44000,35000.0,35000.0,,,8,FM,C,3:36,,0,0,21.65,45.15,57.14,,,63.65,72528,35.0,Day Drinker,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,68.3,8-5-8,4465.0,D,2.0,,85.2,5-8,5336.0,E,2.0,,61.0,8-9,55296.0,S,0.1,,80.61,8-9-7-3,18087.0,T,1.0,,158.9,8-9-7,34049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Allowance Optional Claiming,Turf,Firm,Main Course,,3,Sunday,2018,0,DAYDRINKER,USA,FGX,FGX_20180304_6,FGX_20180304_6_nan
56,FG,2018-03-04,8,TB,8.0,1,T,0,M,AOC,C,,,4U,0,44000,80000.0,80000.0,,,8,FM,C,4:39,,0,0,23.7,47.49,72.11,84.14,,96.28,106468,60.0,Cool Arrow,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,M,,,,,,3,0.5,3.0,146.25,8-2-2,4592.0,D,2.0,,41.8,2-2,6487.0,E,2.0,,162.0,2-3,72175.0,S,0.1,,380.03,2-3-8-5,32536.0,T,1.0,,674.2,2-3-8,49318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Main Track Only,Allowance Optional Claiming,Turf,Firm,Main Course,,3,Sunday,2018,0,COOLARROW,USA,FGX,FGX_20180304_8,FGX_20180304_8_nan
57,FG,2018-03-04,8,TB,8.0,1,T,0,M,AOC,C,,,4U,0,44000,80000.0,80000.0,,,8,FM,C,4:39,,0,0,23.7,47.49,72.11,84.14,,96.28,106468,60.0,Guest Suite,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,M,,,,,,3,0.5,3.0,146.25,8-2-2,4592.0,D,2.0,,41.8,2-2,6487.0,E,2.0,,162.0,2-3,72175.0,S,0.1,,380.03,2-3-8-5,32536.0,T,1.0,,674.2,2-3-8,49318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Main Track Only,Allowance Optional Claiming,Turf,Firm,Main Course,,3,Sunday,2018,0,GUESTSUITE,USA,FGX,FGX_20180304_8,FGX_20180304_8_nan
58,FG,2018-03-04,8,TB,8.0,1,T,0,M,AOC,C,,,4U,0,44000,80000.0,80000.0,,,8,FM,C,4:39,,0,0,23.7,47.49,72.11,84.14,,96.28,106468,60.0,Italian Charm,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,0.5,3.0,146.25,8-2-2,4592.0,D,2.0,,41.8,2-2,6487.0,E,2.0,,162.0,2-3,72175.0,S,0.1,,380.03,2-3-8-5,32536.0,T,1.0,,674.2,2-3-8,49318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Also Eligible,Allowance Optional Claiming,Turf,Firm,Main Course,,3,Sunday,2018,0,ITALIANCHARM,USA,FGX,FGX_20180304_8,FGX_20180304_8_nan
