race_id,EX_payout,runner_program_number_pp,x8is_exacta,official_finish_position,prob_x8runner_HDWPSRRating_norm_par
EMD_20160703_7,16.7,5,1.0,1.0,0.10214438887554611
EMD_20160703_7,16.7,1,1.0,2.0,0.50161633565681
EMD_20160703_7,16.7,8,0.0,3.0,0.21632000556904948
EMD_20160703_7,16.7,2,0.0,4.0,0.0013216776174816498
EMD_20160703_7,16.7,9,0.0,5.0,0.003237389782533765
EMD_20160703_7,16.7,3,0.0,6.0,0.042776807139914934
EMD_20160703_7,16.7,4,0.0,7.0,0.07750718528203902
EMD_20160703_7,16.7,7,0.0,8.0,0.004928789217092203
EMD_20160703_7,16.7,6,0.0,9.0,0.042776807139914934
EMD_20160703_7,16.7,10,0.0,10.0,0.007370613719617896
EMD_20160703_8,36.2,4,1.0,1.0,0.12878181175758183
EMD_20160703_8,36.2,8,1.0,2.0,0.02927106661544205
EMD_20160703_8,36.2,3,0.0,3.0,0.10313025345125557
EMD_20160703_8,36.2,5,0.0,4.0,0.029271066615442053
EMD_20160703_8,36.2,6,0.0,5.0,0.3434256755889846
EMD_20160703_8,36.2,7,0.0,6.0,0.0006589266882186793
EMD_20160703_8,36.2,1,0.0,7.0,0.3434256755889846
EMD_20160703_8,36.2,2,,,0.022035523694090557
EMD_20160703_9,126.5,5,1.0,1.0,0.0036160192073920014
EMD_20160703_9,126.5,6,1.0,2.0,0.2777944025841554
EMD_20160703_9,126.5,9,0.0,3.0,0.16960713358712728
EMD_20160703_9,126.5,3,0.0,4.0,0.16960713358712728
EMD_20160703_9,126.5,8,0.0,5.0,0.07280041167966186
EMD_20160703_9,126.5,4,0.0,6.0,0.2777944025841554
EMD_20160703_9,126.5,7,0.0,7.0,0.00857366812358191
EMD_20160703_9,126.5,2,0.0,8.0,0.0014054361760707159
EMD_20160703_9,126.5,1,0.0,9.0,0.01880139247072812
FEX_20160703_1,77.75,6,1.0,1.0,0.13107844511589087
FEX_20160703_1,77.75,3,1.0,2.0,0.013626370204106238
FEX_20160703_1,77.75,4,0.0,3.0,0.2886912417182833
FEX_20160703_1,77.75,7,0.0,4.0,0.0015202216065983425
FEX_20160703_1,77.75,2,0.0,5.0,0.13107844511589087
FEX_20160703_1,77.75,5,0.0,6.0,0.382340114467837
FEX_20160703_1,77.75,1,0.0,7.0,0.051665161771393305
FEX_20160703_2,26.0,2,1.0,1.0,0.0031100959196987575
FEX_20160703_2,26.0,6,1.0,2.0,0.4560947110797546
FEX_20160703_2,26.0,3,0.0,3.0,0.13749061702996787
FEX_20160703_2,26.0,5,0.0,4.0,0.20382117791412427
FEX_20160703_2,26.0,1,0.0,5.0,0.17937475131050593
FEX_20160703_2,26.0,4,0.0,6.0,0.020108646745948523
FEX_20160703_3,30.5,8,1.0,1.0,0.2302811081179984
FEX_20160703_3,30.5,6,1.0,2.0,0.05165703120747125
FEX_20160703_3,30.5,9,0.0,3.0,0.3884817948332024
FEX_20160703_3,30.5,4,0.0,4.0,0.27606951531014035
FEX_20160703_3,30.5,3,0.0,5.0,0.00993290621365803
FEX_20160703_3,30.5,7,0.0,6.0,0.003761488458458189
FEX_20160703_3,30.5,2,0.0,7.0,0.0026588765501090908
FEX_20160703_3,30.5,1,0.0,8.0,0.013423441510664175
FEX_20160703_3,30.5,5,0.0,9.0,0.023733837798298015
FEX_20160703_4,27.45,1,1.0,1.0,0.07136350569643374
FEX_20160703_4,27.45,4,1.0,2.0,0.20276534127087742
FEX_20160703_4,27.45,7,0.0,3.0,0.11648969984327506
FEX_20160703_4,27.45,5,0.0,4.0,0.07136350569643374
FEX_20160703_4,27.45,8,0.0,5.0,0.3651284192167401
FEX_20160703_4,27.45,3,0.0,6.0,0.08099455066594516
FEX_20160703_4,27.45,6,0.0,7.0,0.09167187799357848
FEX_20160703_4,27.45,2,0.0,8.0,0.00022309961671621796
FEX_20160703_5,14.15,1,1.0,1.0,0.6022699067723842
FEX_20160703_5,14.15,6,1.0,2.0,0.02004000639169992
FEX_20160703_5,14.15,5,0.0,3.0,0.054972098963499916
FEX_20160703_5,14.15,7,0.0,4.0,0.1594136661932316
FEX_20160703_5,14.15,3,0.0,5.0,0.001637794703139988
FEX_20160703_5,14.15,2,0.0,6.0,0.054972098963499916
FEX_20160703_5,14.15,4,0.0,7.0,0.10669442801254438
FEX_20160703_6,63.55,5,1.0,1.0,0.1654446363058628
FEX_20160703_6,63.55,1,1.0,2.0,0.10836249772868203
FEX_20160703_6,63.55,3,0.0,3.0,0.3207915009915078
FEX_20160703_6,63.55,2,0.0,4.0,0.38115396775433075
FEX_20160703_6,63.55,4,0.0,5.0,0.003118688159266038
FEX_20160703_6,63.55,6,,,0.02112870906035062
FEX_20160703_7,12.45,4,1.0,1.0,0.14006740979527196
FEX_20160703_7,12.45,5,1.0,2.0,0.6586038678474587
FEX_20160703_7,12.45,3,0.0,3.0,0.08265523896279113
FEX_20160703_7,12.45,2,0.0,4.0,0.04623074527080127
FEX_20160703_7,12.45,6,0.0,5.0,0.024400401405717403
FEX_20160703_7,12.45,7,0.0,6.0,0.04623074527080126
FEX_20160703_7,12.45,1,0.0,7.0,0.0018115914471582882
FMT_20160703_1,10.6,4,1.0,1.0,0.06277164623300792
FMT_20160703_1,10.6,2,1.0,2.0,0.8219426753301737
FMT_20160703_1,10.6,1,0.0,3.0,0.06277164623300792
FMT_20160703_1,10.6,3,0.0,4.0,0.052514032203810436
FMT_20160703_2,26.9,2,1.0,1.0,0.3708679180857195
FMT_20160703_2,26.9,1,1.0,2.0,0.013424477078098693
FMT_20160703_2,26.9,6,0.0,3.0,0.4898926732050084
FMT_20160703_2,26.9,8,0.0,4.0,0.010353519029039164
FMT_20160703_2,26.9,5,0.0,5.0,0.007919096140803512
FMT_20160703_2,26.9,7,0.0,6.0,0.035037336582451166
FMT_20160703_2,26.9,4,0.0,7.0,0.06649886438779916
FMT_20160703_2,26.9,3,0.0,8.0,0.006006115491080433
FMT_20160703_3,2.1,5,1.0,1.0,0.37531219957816375
FMT_20160703_3,2.1,3,1.0,2.0,0.15242202506406924
FMT_20160703_3,2.1,2,0.0,3.0,0.01812361670499562
FMT_20160703_3,2.1,1,0.0,4.0,0.013650267727748445
FMT_20160703_3,2.1,4,,,0.4404918909250229
FMT_20160703_4,3.5,5,1.0,1.0,0.7010532183418893
FMT_20160703_4,3.5,4,1.0,2.0,0.07324515353830603
FMT_20160703_4,3.5,3,0.0,3.0,0.17618629433818608
FMT_20160703_4,3.5,2,0.0,4.0,0.037538719957649
FMT_20160703_4,3.5,1,0.0,5.0,0.011976613823969674
FMT_20160703_5,4.5,5,1.0,1.0,0.5849271764745243
FMT_20160703_5,4.5,4,1.0,2.0,0.08401347300849114
FMT_20160703_5,4.5,1,0.0,3.0,0.28068113744015283
FMT_20160703_5,4.5,3,0.0,4.0,0.04096563639742455
FMT_20160703_5,4.5,2,0.0,5.0,0.009412576679407087
FMT_20160703_6,52.5,2,1.0,1.0,0.47531564420211264
FMT_20160703_6,52.5,5,1.0,2.0,0.012354860588163558
FMT_20160703_6,52.5,3,0.0,3.0,0.3523071080582415
FMT_20160703_6,52.5,4,0.0,5.0,0.16002238715148226
GIL_20160703_8,22.9,7,1.0,1.0,0.4872605950032859
GIL_20160703_8,22.9,3,1.0,2.0,0.01827075418418147
GIL_20160703_8,22.9,4,0.0,3.0,0.021871163742452685
GIL_20160703_8,22.9,5,0.0,4.0,0.22790936913755594
GIL_20160703_8,22.9,2,0.0,5.0,0.10556989614917799
GIL_20160703_8,22.9,6,0.0,6.0,0.07946989678546547
GIL_20160703_8,22.9,1,0.0,7.0,0.05894348391026838
GIL_20160703_8,22.9,8,0.0,8.0,0.0007048410876121197
GPX_20160703_1,20.2,5,1.0,1.0,0.28752620620713953
GPX_20160703_1,20.2,6,1.0,2.0,0.06927032630592493
GPX_20160703_1,20.2,3,0.0,3.0,0.45840912477779355
GPX_20160703_1,20.2,1,0.0,4.0,0.04953092682533156
GPX_20160703_1,20.2,4,0.0,5.0,0.09514540706453507
GPX_20160703_1,20.2,2,0.0,6.0,0.002681186619885189
GPX_20160703_1,20.2,7,0.0,7.0,0.002681186619885189
GPX_20160703_1,20.2,8,0.0,8.0,0.03475563557950498
GPX_20160703_10,41.9,2,1.0,1.0,0.47089681868783784
GPX_20160703_10,41.9,1,1.0,2.0,0.0039811698338083
GPX_20160703_10,41.9,5,0.0,3.0,0.02979076370369098
GPX_20160703_10,41.9,6,0.0,4.0,0.03978732283351233
GPX_20160703_10,41.9,3,0.0,5.0,0.02979076370369098
GPX_20160703_10,41.9,9,0.0,6.0,0.3939801902076354
GPX_20160703_10,41.9,4,0.0,7.0,0.022027497826516276
GPX_20160703_10,41.9,8,0.0,8.0,0.005764303369499657
GPX_20160703_10,41.9,7,0.0,9.0,0.0039811698338083
GPX_20160703_11,9.9,8,1.0,1.0,0.3750026293392414
GPX_20160703_11,9.9,6,1.0,2.0,0.1684678868084911
GPX_20160703_11,9.9,5,0.0,3.0,0.023598720777195322
GPX_20160703_11,9.9,2,0.0,4.0,0.026996572678415695
GPX_20160703_11,9.9,10,0.0,5.0,0.0350637618382155
GPX_20160703_11,9.9,7,0.0,6.0,0.06459906235443062
GPX_20160703_11,9.9,12,0.0,7.0,0.06459906235443062
GPX_20160703_11,9.9,1,0.0,8.0,0.11238359008168607
GPX_20160703_11,9.9,4,0.0,9.0,0.015519569596385802
GPX_20160703_11,9.9,11,0.0,10.0,7.146500661340891e-05
GPX_20160703_11,9.9,13,0.0,11.0,0.11238359008168608
GPX_20160703_11,9.9,9,0.0,13.0,0.0013140890832084127
GPX_20160703_2,7.8,3,1.0,1.0,0.10667060390334486
GPX_20160703_2,7.8,4,1.0,2.0,0.13564036639340057
GPX_20160703_2,7.8,6,0.0,3.0,0.2620182503099218
GPX_20160703_2,7.8,5,0.0,4.0,0.38752565123433624
GPX_20160703_2,7.8,2,0.0,5.0,0.001474524255651715
GPX_20160703_2,7.8,1,,,0.10667060390334486
GPX_20160703_3,36.9,1,1.0,1.0,0.45679432030105716
GPX_20160703_3,36.9,6,1.0,2.0,0.052224609873869995
GPX_20160703_3,36.9,5,0.0,3.0,0.014874974415429561
GPX_20160703_3,36.9,3,0.0,4.0,0.3540221311181056
GPX_20160703_3,36.9,4,0.0,5.0,0.07564822114706772
GPX_20160703_3,36.9,7,0.0,6.0,0.001917839549659076
GPX_20160703_3,36.9,8,0.0,7.0,0.00929498322845276
GPX_20160703_3,36.9,2,0.0,8.0,0.03522292036635818
GPX_20160703_4,40.1,7,1.0,1.0,0.31065448558632525
GPX_20160703_4,40.1,6,1.0,2.0,0.013826515155444858
GPX_20160703_4,40.1,3,0.0,3.0,0.20620419046052593
GPX_20160703_4,40.1,1,0.0,4.0,0.3761805671091009
GPX_20160703_4,40.1,2,0.0,5.0,0.061949596854542634
GPX_20160703_4,40.1,8,0.0,6.0,0.019158680358752723
GPX_20160703_4,40.1,5,0.0,7.0,0.0021848399757572775
GPX_20160703_4,40.1,4,0.0,8.0,0.009841124499550297
GPX_20160703_5,35.4,6,1.0,1.0,0.24131221773844205
GPX_20160703_5,35.4,1,1.0,2.0,0.6707421031069973
GPX_20160703_5,35.4,9,0.0,7.0,0.06536326484602624
GPX_20160703_5,35.4,8,0.0,9.0,0.022582414308534245
GPX_20160703_6,66.3,8,1.0,1.0,0.03853841216178493
GPX_20160703_6,66.3,1,1.0,2.0,0.3965722831088907
GPX_20160703_6,66.3,7,0.0,3.0,0.35005305303034123
GPX_20160703_6,66.3,4,0.0,4.0,0.06703637821619506
GPX_20160703_6,66.3,3,0.0,5.0,0.005342848733060125
GPX_20160703_6,66.3,2,0.0,6.0,0.09443163336262682
GPX_20160703_6,66.3,6,0.0,7.0,0.04660145240749631
GPX_20160703_6,66.3,5,,,0.0014239389796049066
GPX_20160703_7,30.2,4,1.0,1.0,0.10628814467358523
GPX_20160703_7,30.2,5,1.0,2.0,0.0005120399413084728
GPX_20160703_7,30.2,6,0.0,3.0,0.060374980743197124
GPX_20160703_7,30.2,1,0.0,4.0,0.42755300610193786
GPX_20160703_7,30.2,2,0.0,5.0,0.025900298513373075
GPX_20160703_7,30.2,12,0.0,6.0,0.012738156592440127
GPX_20160703_7,30.2,7,0.0,7.0,0.17727550508004844
GPX_20160703_7,30.2,8,0.0,8.0,0.07336162560577209
GPX_20160703_7,30.2,3,0.0,9.0,0.005849162389195556
GPX_20160703_7,30.2,9,0.0,10.0,0.0024990018775109682
GPX_20160703_7,30.2,11,0.0,11.0,0.10628814467358523
GPX_20160703_7,30.2,10,0.0,12.0,0.0013599338080456645
GPX_20160703_8,12.5,8,1.0,1.0,0.3951242860372268
GPX_20160703_8,12.5,3,1.0,2.0,0.09665375016403384
GPX_20160703_8,12.5,9,0.0,3.0,0.035050022800445974
GPX_20160703_8,12.5,6,0.0,4.0,0.1213967769634487
GPX_20160703_8,12.5,7,0.0,5.0,0.002630608426148626
GPX_20160703_8,12.5,4,0.0,6.0,0.0005262781265857056
GPX_20160703_8,12.5,2,0.0,7.0,0.15102623693480968
GPX_20160703_8,12.5,1,0.0,8.0,0.07619526358385191
GPX_20160703_8,12.5,5,,,0.1213967769634487
GPX_20160703_9,16.8,8,1.0,2.0,0.21025216589077916
GPX_20160703_9,16.8,4,0.0,3.0,0.4705522919324524
GPX_20160703_9,16.8,1,0.0,5.0,0.2566452854859054
GPX_20160703_9,16.8,3,0.0,6.0,0.0569872367340094
GPX_20160703_9,16.8,5,0.0,8.0,0.005563019956853602
GRP_20160703_2,18.8,2,1.0,1.0,0.0922948492250252
GRP_20160703_2,18.8,5,1.0,2.0,0.16269720879600813
GRP_20160703_2,18.8,1,0.0,3.0,0.6462630326102712
GRP_20160703_2,18.8,4,0.0,4.0,0.09229484922502522
GRP_20160703_2,18.8,3,0.0,5.0,0.006450060143670269
GRP_20160703_6,51.6,3,1.0,1.0,0.28559560553965946
GRP_20160703_6,51.6,5,1.0,2.0,0.13666375258088562
GRP_20160703_6,51.6,1,0.0,3.0,0.07260466913537224
GRP_20160703_6,51.6,4,0.0,4.0,0.3375299807809207
GRP_20160703_6,51.6,2,0.0,5.0,0.16610756958392603
GRP_20160703_6,51.6,6,0.0,6.0,0.001498422379235918
GRP_20160703_8,3.6,1,1.0,1.0,0.48688302624805874
GRP_20160703_8,3.6,2,1.0,2.0,0.1912741044638194
GRP_20160703_8,3.6,3,0.0,3.0,0.07048530562724749
GRP_20160703_8,3.6,5,0.0,4.0,0.005106507160417716
GRP_20160703_8,3.6,4,0.0,5.0,0.24625105650045667
HST_20160703_1,4.7,1,1.0,1.0,0.44278415944533545
HST_20160703_1,4.7,4,1.0,2.0,0.44278415944533545
HST_20160703_1,4.7,5,0.0,3.0,0.07771598560744225
HST_20160703_1,4.7,2,0.0,4.0,0.01835784775094343
HST_20160703_1,4.7,3,0.0,5.0,0.01835784775094343
HST_20160703_2,12.8,1,1.0,2.0,0.24821293476849823
HST_20160703_2,12.8,4,0.0,4.0,0.24821293476849823
HST_20160703_2,12.8,6,0.0,6.0,0.011419784051238583
HST_20160703_2,12.8,2,,,0.492154346411765
HST_20160703_3,33.45,1,1.0,2.0,0.21479084553920155
HST_20160703_3,33.45,4,0.0,3.0,0.10851220401901997
HST_20160703_3,33.45,3,0.0,4.0,0.33831976421885074
HST_20160703_3,33.45,6,0.0,5.0,0.18265211790866628
HST_20160703_3,33.45,7,0.0,6.0,0.15445115219717745
HST_20160703_3,33.45,2,0.0,7.0,0.001273916117083958
HST_20160703_4,6.05,4,1.0,1.0,0.17125324943923678
HST_20160703_4,6.05,7,1.0,2.0,0.5768772418056616
HST_20160703_4,6.05,3,0.0,3.0,0.039988466889905865
HST_20160703_4,6.05,6,0.0,4.0,0.010795423890286576
HST_20160703_4,6.05,1,0.0,5.0,0.19207057462499091
HST_20160703_4,6.05,8,0.0,7.0,0.009015043349918206
HST_20160703_5,27.8,8,1.0,1.0,0.23188780972078943
HST_20160703_5,27.8,4,1.0,2.0,0.36072537949325684
HST_20160703_5,27.8,1,0.0,3.0,0.14222764521204562
HST_20160703_5,27.8,3,0.0,4.0,0.005183554572239143
HST_20160703_5,27.8,6,0.0,5.0,0.011452123354320096
HST_20160703_5,27.8,5,0.0,6.0,0.011452123354320096
HST_20160703_5,27.8,7,0.0,7.0,0.23188780972078943
HST_20160703_5,27.8,2,,,0.005183554572239144
HST_20160703_6,24.2,6,1.0,1.0,0.3639953008057115
HST_20160703_6,24.2,5,1.0,2.0,0.006007189960788374
HST_20160703_6,24.2,8,0.0,3.0,0.06569897783299723
HST_20160703_6,24.2,3,0.0,4.0,0.021872265058966365
HST_20160703_6,24.2,2,0.0,5.0,0.006007189960788374
HST_20160703_6,24.2,7,0.0,6.0,0.1664165856142483
HST_20160703_6,24.2,4,0.0,7.0,0.006007189960788374
HST_20160703_6,24.2,1,0.0,8.0,0.3639953008057116
HST_20160703_7,21.9,5,1.0,1.0,0.13962041881513224
HST_20160703_7,21.9,2,1.0,2.0,0.4104365247145434
HST_20160703_7,21.9,3,0.0,3.0,0.10892304032119157
HST_20160703_7,21.9,8,0.0,4.0,0.048011682084341395
HST_20160703_7,21.9,7,0.0,5.0,0.10892304032119157
HST_20160703_7,21.9,1,0.0,6.0,0.006398940232823835
HST_20160703_7,21.9,6,0.0,7.0,0.1769136802816322
HST_20160703_7,21.9,4,0.0,8.0,0.0007726732291438376
HST_20160703_8,74.45,8,1.0,1.0,0.04305588400981856
HST_20160703_8,74.45,7,1.0,2.0,0.1507708451843127
HST_20160703_8,74.45,1,0.0,3.0,0.00021105034908954867
HST_20160703_8,74.45,5,0.0,4.0,0.25591810598453113
HST_20160703_8,74.45,4,0.0,5.0,0.06744997609583965
HST_20160703_8,74.45,6,0.0,6.0,0.18105244800778317
HST_20160703_8,74.45,3,0.0,7.0,0.15077084518431266
HST_20160703_8,74.45,2,0.0,8.0,0.15077084518431266
LAX_20160703_1,6.7,1,1.0,1.0,0.2830422178821167
LAX_20160703_1,6.7,6,1.0,2.0,0.5156479041268808
LAX_20160703_1,6.7,2,0.0,3.0,0.09611727246685854
LAX_20160703_1,6.7,4,0.0,4.0,0.06344961890449351
LAX_20160703_1,6.7,7,0.0,5.0,0.019569890887860916
LAX_20160703_1,6.7,3,0.0,6.0,0.0026032048439286366
LAX_20160703_1,6.7,5,,,0.01956989088786092
LAX_20160703_2,6.8,1,1.0,1.0,0.21367223367939847
LAX_20160703_2,6.8,6,1.0,2.0,0.46019561046762425
LAX_20160703_2,6.8,3,0.0,3.0,0.028559348776905844
LAX_20160703_2,6.8,2,0.0,4.0,0.06051144720083189
LAX_20160703_2,6.8,5,0.0,5.0,0.11804299080288473
LAX_20160703_2,6.8,4,0.0,6.0,0.000975378269470099
LAX_20160703_2,6.8,7,,,0.11804299080288473
LAX_20160703_3,4.3,5,1.0,1.0,0.22252240885655122
LAX_20160703_3,4.3,2,1.0,2.0,0.5361913737084869
LAX_20160703_3,4.3,4,0.0,3.0,0.13319807747889215
LAX_20160703_3,4.3,1,0.0,4.0,0.09173788890357383
LAX_20160703_3,4.3,6,0.0,5.0,0.009281629007337672
LAX_20160703_3,4.3,3,0.0,6.0,0.007068622045158215
LAX_20160703_5,82.0,3,1.0,1.0,0.0461750736432693
LAX_20160703_5,82.0,2,1.0,2.0,0.1358256489065695
LAX_20160703_5,82.0,1,0.0,3.0,0.0019291900205260428
LAX_20160703_5,82.0,6,0.0,4.0,0.198156725298526
LAX_20160703_5,82.0,5,0.0,5.0,0.1646477569511868
LAX_20160703_5,82.0,4,,,0.45326560517992226
LBG_20160703_5,8.05,4,1.0,1.0,0.47294529458192347
LBG_20160703_5,8.05,1,1.0,2.0,0.29414347178369377
LBG_20160703_5,8.05,6,0.0,3.0,0.1076985155462776
LBG_20160703_5,8.05,7,0.0,4.0,0.08364496911046321
LBG_20160703_5,8.05,2,0.0,5.0,0.011931288194555753
LBG_20160703_5,8.05,5,0.0,6.0,0.0026817347184075976
LBG_20160703_5,8.05,3,0.0,7.0,0.026954726064678542
LBG_20160703_6,6.6,6,1.0,1.0,0.49647819058406073
LBG_20160703_6,6.6,5,1.0,2.0,0.13876199156980293
LBG_20160703_6,6.6,3,0.0,3.0,0.13876199156980293
LBG_20160703_6,6.6,4,0.0,4.0,0.19760555713209443
LBG_20160703_6,6.6,1,0.0,5.0,0.002811253215585138
LBG_20160703_6,6.6,2,0.0,6.0,0.025581015928653816
LBG_20160703_7,19.3,6,1.0,1.0,0.5196601989516076
LBG_20160703_7,19.3,4,1.0,2.0,0.18825743480861518
LBG_20160703_7,19.3,3,0.0,3.0,0.06898547853684693
LBG_20160703_7,19.3,7,0.0,4.0,0.05204743325127712
LBG_20160703_7,19.3,1,0.0,5.0,0.02060199868714754
LBG_20160703_7,19.3,2,0.0,6.0,0.14905186861677053
LBG_20160703_7,19.3,5,0.0,7.0,0.0013955871477350306
LBG_20160703_8,16.85,4,1.0,1.0,0.5309427066703326
LBG_20160703_8,16.85,6,1.0,2.0,0.003113137332162512
LBG_20160703_8,16.85,3,0.0,3.0,0.15044274380099787
LBG_20160703_8,16.85,2,0.0,4.0,0.03680280866676687
LBG_20160703_8,16.85,7,0.0,5.0,0.01173877323399471
LBG_20160703_8,16.85,5,0.0,6.0,0.2239644699608586
LBG_20160703_8,16.85,8,0.0,7.0,0.03680280866676687
LBG_20160703_8,16.85,1,0.0,8.0,0.006192551668119849
LRL_20160703_1,39.2,7,1.0,1.0,0.19177904697669218
LRL_20160703_1,39.2,2,1.0,2.0,0.004434618093179787
LRL_20160703_1,39.2,6,0.0,3.0,0.5546262993663417
LRL_20160703_1,39.2,4,0.0,4.0,0.06314387137424256
LRL_20160703_1,39.2,5,0.0,5.0,0.004434618093179786
LRL_20160703_1,39.2,3,0.0,6.0,0.08034216767663366
LRL_20160703_1,39.2,1,,,0.1012393784197303
LSX_20160703_1,29.6,10,1.0,1.0,0.24882279201167867
LSX_20160703_1,29.6,7,1.0,2.0,0.06270808946793653
LSX_20160703_1,29.6,5,0.0,3.0,0.4370955491099847
LSX_20160703_1,29.6,1,0.0,5.0,0.17087470469088972
LSX_20160703_1,29.6,9,0.0,6.0,0.03845033650657582
LSX_20160703_1,29.6,2,0.0,7.0,0.032387376304191556
LSX_20160703_1,29.6,4,0.0,8.0,0.0010872502378069318
LSX_20160703_1,29.6,6,,,0.008573901670935956
LSX_20160703_10,13.1,8,1.0,1.0,0.5822418072153746
LSX_20160703_10,13.1,6,1.0,2.0,0.11548814591660954
LSX_20160703_10,13.1,2,0.0,3.0,0.11548814591660954
LSX_20160703_10,13.1,7,0.0,4.0,0.0013201127868771177
LSX_20160703_10,13.1,1,0.0,5.0,0.11548814591660957
LSX_20160703_10,13.1,5,0.0,6.0,0.03171545771647229
LSX_20160703_10,13.1,4,0.0,7.0,0.008604344717300027
LSX_20160703_10,13.1,9,0.0,8.0,0.02486426305876591
LSX_20160703_10,13.1,3,,,0.004789576755381251
LSX_20160703_2,5.0,2,1.0,1.0,0.3143934700690344
LSX_20160703_2,5.0,6,1.0,2.0,0.5703448216492353
LSX_20160703_2,5.0,3,0.0,3.0,0.00780029405924459
LSX_20160703_2,5.0,5,0.0,4.0,0.02315274745714497
LSX_20160703_2,5.0,4,0.0,5.0,0.04993687031894741
LSX_20160703_2,5.0,1,0.0,6.0,0.034371796446393404
LSX_20160703_3,3.8,4,1.0,1.0,0.7304513085173842
LSX_20160703_3,3.8,7,1.0,2.0,0.0969861738580977
LSX_20160703_3,3.8,3,0.0,3.0,0.06280556778287123
LSX_20160703_3,3.8,5,0.0,4.0,0.06280556778287123
LSX_20160703_3,3.8,6,0.0,5.0,0.03338046111264759
LSX_20160703_3,3.8,2,0.0,6.0,0.009424221016034408
LSX_20160703_3,3.8,1,0.0,7.0,0.00414669993009353
LSX_20160703_4,6.0,2,1.0,1.0,0.3210946571066089
LSX_20160703_4,6.0,9,1.0,2.0,0.25868295447449324
LSX_20160703_4,6.0,3,0.0,3.0,0.14341129821434542
LSX_20160703_4,6.0,7,0.0,4.0,0.01478217217080728
LSX_20160703_4,6.0,5,0.0,5.0,0.04727792951206219
LSX_20160703_4,6.0,1,0.0,6.0,0.12630136851996132
LSX_20160703_4,6.0,6,0.0,7.0,0.08461436914500521
LSX_20160703_4,6.0,8,0.0,8.0,0.003057555765141588
LSX_20160703_4,6.0,4,0.0,9.0,0.0007776950915749061
LSX_20160703_5,10.3,1,1.0,1.0,0.5751518913241864
LSX_20160703_5,10.3,2,1.0,2.0,0.17071132035686631
LSX_20160703_5,10.3,3,0.0,3.0,0.014780658221824445
LSX_20160703_5,10.3,4,0.0,4.0,0.03413294609514656
LSX_20160703_5,10.3,5,0.0,5.0,0.09044213280374841
LSX_20160703_5,10.3,7,0.0,6.0,0.0020451484374715443
LSX_20160703_5,10.3,6,,,0.11273590276075637
LSX_20160703_6,12.5,4,1.0,1.0,0.11487742036377528
LSX_20160703_6,12.5,3,1.0,2.0,0.3041510739329474
LSX_20160703_6,12.5,8,0.0,3.0,0.017476141843952877
LSX_20160703_6,12.5,1,0.0,4.0,0.0005384986311689553
LSX_20160703_6,12.5,5,0.0,5.0,0.1493466313354771
LSX_20160703_6,12.5,6,0.0,6.0,0.024886453911512108
LSX_20160703_6,12.5,9,0.0,7.0,0.19163632814206585
LSX_20160703_6,12.5,2,0.0,8.0,0.19163632814206585
LSX_20160703_6,12.5,7,,,0.005451123697034559
LSX_20160703_7,43.2,6,1.0,1.0,0.01639371236830075
LSX_20160703_7,43.2,1,1.0,2.0,0.04891332934341433
LSX_20160703_7,43.2,2,0.0,3.0,0.27444177527888197
LSX_20160703_7,43.2,4,0.0,4.0,0.09982654657017953
LSX_20160703_7,43.2,7,0.0,5.0,0.45903862822520614
LSX_20160703_7,43.2,5,0.0,6.0,0.09982654657017953
LSX_20160703_7,43.2,3,0.0,7.0,0.0015594616438376664
LSX_20160703_8,67.4,6,1.0,1.0,0.08716626042387403
LSX_20160703_8,67.4,2,1.0,2.0,0.557199213713393
LSX_20160703_8,67.4,5,0.0,3.0,0.04616593861353669
LSX_20160703_8,67.4,4,0.0,4.0,0.038958483343260276
LSX_20160703_8,67.4,1,0.0,5.0,0.0001434916117233622
LSX_20160703_8,67.4,7,0.0,6.0,0.015551672083204864
LSX_20160703_8,67.4,8,0.0,7.0,0.13449899783991984
LSX_20160703_8,67.4,10,0.0,8.0,0.032727872133893235
LSX_20160703_8,67.4,9,0.0,9.0,0.012755863530950933
LSX_20160703_8,67.4,3,0.0,10.0,0.07483220670624396
LSX_20160703_9,4.6,2,1.0,1.0,0.5382547746382503
LSX_20160703_9,4.6,6,1.0,2.0,0.30019074094720594
LSX_20160703_9,4.6,1,0.0,3.0,0.05936292038487773
LSX_20160703_9,4.6,9,0.0,4.0,0.023631863414037977
LSX_20160703_9,4.6,8,0.0,5.0,0.023631863414037977
LSX_20160703_9,4.6,4,0.0,6.0,0.0065470587818382015
LSX_20160703_9,4.6,5,0.0,7.0,0.0011170515916761605
LSX_20160703_9,4.6,3,,,0.023631863414037977
LSX_20160703_9,4.6,7,,,0.023631863414037977
MTH_20160703_1,16.9,2,1.0,1.0,0.07962346036178253
MTH_20160703_1,16.9,3,1.0,2.0,0.08968535524784872
MTH_20160703_1,16.9,1,0.0,3.0,0.3124175728852519
MTH_20160703_1,16.9,5,0.0,4.0,0.4434768520636311
MTH_20160703_1,16.9,4,0.0,5.0,0.018042774930460106
MTH_20160703_1,16.9,6,0.0,6.0,0.001613904943878501
MTH_20160703_1,16.9,8,0.0,7.0,0.04821686125315622
MTH_20160703_1,16.9,7,0.0,8.0,0.006923218313991027
MTH_20160703_10,4.1,6,1.0,1.0,0.46361157678869674
MTH_20160703_10,4.1,2,1.0,2.0,0.4007369088095527
